report_date,load_time,load_type,load_weight,dropoff_site
2021-03-22,2021-03-22 12:01:00 UTC,GARBAGE COLLECTIONS,15840,TDS LANDFILL
2021-03-22,2021-03-22 04:59:00 UTC,GARBAGE COLLECTIONS,13520,TDS LANDFILL
2021-03-22,2021-03-22 05:06:00 UTC,GARBAGE COLLECTIONS,2720,TDS LANDFILL
2021-03-22,2021-03-22 01:57:00 UTC,GARBAGE COLLECTIONS,22820,TDS LANDFILL
2021-03-22,2021-03-22 05:13:00 UTC,GARBAGE COLLECTIONS,10520,TDS LANDFILL
2021-03-22,2021-03-22 12:16:00 UTC,GARBAGE COLLECTIONS,11780,TDS LANDFILL
2021-03-22,2021-03-22 12:35:00 UTC,GARBAGE COLLECTIONS,3760,TDS LANDFILL
2021-03-22,2021-03-22 06:17:00 UTC,GARBAGE COLLECTIONS,17280,TDS LANDFILL
2021-03-22,2021-03-22 12:30:00 UTC,GARBAGE COLLECTIONS,23740,TDS LANDFILL
2021-03-22,2021-03-22 01:17:00 UTC,MIXED LITTER,6840,TDS LANDFILL
2021-03-22,2021-03-22 02:03:00 UTC,MIXED LITTER,3780,TDS LANDFILL
2021-03-22,2021-03-22 02:35:00 UTC,BULK,2600,TDS LANDFILL
2021-03-22,2021-03-22 11:31:00 UTC,BULK,2480,TDS LANDFILL
2021-03-22,2021-03-22 12:46:00 UTC,ORGANICS,19020,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:50:00 UTC,ORGANICS,14640,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:56:00 UTC,ORGANICS,9520,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:38:00 UTC,ORGANICS,11130,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:00:00 UTC,ORGANICS,12400,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:11:00 UTC,ORGANICS,6980,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:34:00 UTC,ORGANICS,9060,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:46:00 UTC,ORGANICS,14780,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:20:00 UTC,ORGANICS,8200,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:27:00 UTC,ORGANICS,14880,ORGANICS BY GOSH
2021-03-22,2021-03-22 07:44:00 UTC,ORGANICS,6360,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:25:00 UTC,ORGANICS,13460,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:46:00 UTC,ORGANICS,11540,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:50:00 UTC,ORGANICS,13820,ORGANICS BY GOSH
2021-03-22,2021-03-22 03:10:00 UTC,ORGANICS,14820,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:15:00 UTC,ORGANICS,1940,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:25:00 UTC,ORGANICS,12480,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:51:00 UTC,ORGANICS,13540,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:25:00 UTC,ORGANICS,17740,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:09:00 UTC,ORGANICS,3080,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:08:00 UTC,ORGANICS,15080,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:46:00 UTC,ORGANICS,11900,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:00:00 UTC,ORGANICS,16580,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:10:00 UTC,ORGANICS,5460,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:00:00 UTC,ORGANICS,11440,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:00:00 UTC,ORGANICS,6540,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:00:00 UTC,ORGANICS,12000,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:00:00 UTC,ORGANICS,3700,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:54:00 UTC,ORGANICS,6800,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:00:00 UTC,ORGANICS,17640,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:35:00 UTC,ORGANICS,15940,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:18:00 UTC,ORGANICS,16360,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:55:00 UTC,ORGANICS,14960,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:46:00 UTC,ORGANICS,1960,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:34:00 UTC,ORGANICS,17580,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:15:00 UTC,ORGANICS,11340,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:30:00 UTC,ORGANICS,13740,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:02:00 UTC,ORGANICS,10480,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:39:00 UTC,ORGANICS,11940,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:01:00 UTC,ORGANICS,15940,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:00:00 UTC,ORGANICS,16080,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:00:00 UTC,ORGANICS,6160,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:38:00 UTC,ORGANICS,11280,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:00:00 UTC,ORGANICS,12460,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:21:00 UTC,ORGANICS,21100,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:21:00 UTC,ORGANICS,14640,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:10:00 UTC,ORGANICS,17640,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:32:00 UTC,ORGANICS,7080,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:34:00 UTC,ORGANICS,16100,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:35:00 UTC,ORGANICS,15900,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:53:00 UTC,ORGANICS,17620,ORGANICS BY GOSH
2021-03-22,2021-03-24 11:45:00 UTC,RECYCLED METAL,5160,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:27:00 UTC,ORGANICS,7320,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:13:00 UTC,ORGANICS,4600,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:35:00 UTC,ORGANICS,7220,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:43:00 UTC,ORGANICS,4180,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:36:00 UTC,ORGANICS,5060,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:53:00 UTC,ORGANICS,3920,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:23:00 UTC,ORGANICS,5100,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:34:00 UTC,ORGANICS,3820,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:40:00 UTC,ORGANICS,3960,ORGANICS BY GOSH
2021-03-22,2021-03-22 12:32:00 UTC,ORGANICS,5220,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:39:00 UTC,ORGANICS,4480,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:46:00 UTC,ORGANICS,4820,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:33:00 UTC,ORGANICS,5520,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:47:00 UTC,ORGANICS,3860,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:29:00 UTC,ORGANICS,5240,ORGANICS BY GOSH
2021-03-22,2021-03-22 10:50:00 UTC,ORGANICS,3540,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:30:00 UTC,ORGANICS,4580,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:09:00 UTC,ORGANICS,13960,ORGANICS BY GOSH
2021-03-22,2021-03-22 05:24:00 UTC,ORGANICS,8540,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:01:00 UTC,ORGANICS,9200,ORGANICS BY GOSH
2021-03-22,2021-03-22 09:05:00 UTC,ORGANICS,3620,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:41:00 UTC,ORGANICS,13640,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:52:00 UTC,ORGANICS,9680,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:00:00 UTC,ORGANICS,10600,ORGANICS BY GOSH
2021-03-22,2021-03-22 04:33:00 UTC,ORGANICS,9360,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:29:00 UTC,ORGANICS,14880,ORGANICS BY GOSH
2021-03-22,2021-03-22 09:39:00 UTC,ORGANICS,10400,ORGANICS BY GOSH
2021-03-22,2021-03-22 02:00:00 UTC,ORGANICS,7380,ORGANICS BY GOSH
2021-03-22,2021-03-22 11:33:00 UTC,ORGANICS,12180,ORGANICS BY GOSH
2021-03-22,2021-03-22 08:32:00 UTC,ORGANICS,6580,ORGANICS BY GOSH
2021-03-22,2021-03-22 01:37:00 UTC,ORGANICS,10320,ORGANICS BY GOSH
2021-03-22,2021-03-22 06:11:00 UTC,RECYCLING - SINGLE STREAM,14100,BALCONES RECYCLING
2021-03-23,2021-03-23 10:04:00 UTC,RECYCLING - SINGLE STREAM,6100,TDS - MRF
2021-03-23,2021-03-23 11:15:00 UTC,RECYCLING - SINGLE STREAM,7440,TDS - MRF
2021-03-23,2021-03-23 10:49:00 UTC,RECYCLING - SINGLE STREAM,3880,TDS - MRF
2021-03-23,2021-03-23 02:53:00 UTC,RECYCLING - SINGLE STREAM,4080,TDS - MRF
2021-03-23,2021-03-23 09:28:00 UTC,RECYCLING - SINGLE STREAM,5640,TDS - MRF
2021-03-23,2021-03-23 01:57:00 UTC,RECYCLING - SINGLE STREAM,4320,TDS - MRF
2021-03-23,2021-03-23 12:00:00 UTC,RECYCLING - SINGLE STREAM,800,TDS - MRF
2021-03-23,2021-03-23 11:41:00 UTC,RECYCLING - SINGLE STREAM,8780,TDS - MRF
2021-03-23,2021-03-23 12:55:00 UTC,RECYCLING - SINGLE STREAM,11460,TDS - MRF
2021-03-23,2021-03-23 03:12:00 UTC,RECYCLING - SINGLE STREAM,5140,TDS - MRF
2021-03-23,2021-03-23 01:10:00 UTC,RECYCLING - SINGLE STREAM,20080,TDS - MRF
2021-03-23,2021-03-23 12:16:00 UTC,RECYCLING - SINGLE STREAM,17260,TDS - MRF
2021-03-23,2021-03-23 02:59:00 UTC,RECYCLING - SINGLE STREAM,7080,TDS - MRF
2021-03-23,2021-03-23 11:08:00 UTC,RECYCLING - SINGLE STREAM,9040,TDS - MRF
2021-03-23,2021-03-23 03:05:00 UTC,RECYCLING - SINGLE STREAM,4720,TDS - MRF
2021-03-23,2021-03-23 12:30:00 UTC,RECYCLING - SINGLE STREAM,13280,TDS - MRF
2021-03-23,2021-03-23 02:26:00 UTC,RECYCLING - SINGLE STREAM,2980,TDS - MRF
2021-03-23,2021-03-23 12:00:00 UTC,RECYCLING - SINGLE STREAM,17560,TDS - MRF
2021-03-23,2021-03-23 02:42:00 UTC,RECYCLING - SINGLE STREAM,3500,TDS - MRF
2021-03-23,2021-03-23 12:17:00 UTC,RECYCLING - SINGLE STREAM,10700,TDS - MRF
2021-03-23,2021-03-23 01:00:00 UTC,RECYCLING - SINGLE STREAM,6260,TDS - MRF
2021-03-23,2021-03-23 10:00:00 UTC,RECYCLING - SINGLE STREAM,7520,TDS - MRF
2021-03-23,2021-03-23 01:01:00 UTC,RECYCLING - SINGLE STREAM,18500,TDS - MRF
2021-03-23,2021-03-23 02:24:00 UTC,RECYCLING - SINGLE STREAM,7740,TDS - MRF
2021-03-23,2021-03-23 11:11:00 UTC,RECYCLING - SINGLE STREAM,11480,TDS - MRF
2021-03-23,2021-03-23 03:02:00 UTC,RECYCLING - SINGLE STREAM,6960,TDS - MRF
2021-03-23,2021-03-23 11:18:00 UTC,RECYCLING - SINGLE STREAM,11580,TDS - MRF
2021-03-23,2021-03-23 02:36:00 UTC,RECYCLING - SINGLE STREAM,9900,TDS - MRF
2021-03-23,2021-03-23 10:07:00 UTC,RECYCLING - SINGLE STREAM,12640,TDS - MRF
2021-03-23,2021-03-23 11:40:00 UTC,RECYCLING - SINGLE STREAM,12860,TDS - MRF
2021-03-23,2021-03-23 02:40:00 UTC,RECYCLING - SINGLE STREAM,8160,TDS - MRF
2021-03-23,2021-03-23 02:49:00 UTC,RECYCLING - SINGLE STREAM,15780,TDS - MRF
2021-03-23,2021-03-23 02:46:00 UTC,RECYCLING - SINGLE STREAM,5240,TDS - MRF
2021-03-23,2021-03-23 11:24:00 UTC,RECYCLING - SINGLE STREAM,16900,TDS - MRF
2021-03-23,2021-03-23 10:27:00 UTC,RECYCLING - SINGLE STREAM,13620,TDS - MRF
2021-03-23,2021-03-23 02:30:00 UTC,RECYCLING - SINGLE STREAM,8620,TDS - MRF
2021-03-23,2021-03-23 02:25:00 UTC,RECYCLING - SINGLE STREAM,12040,TDS - MRF
2021-03-23,2021-03-23 09:56:00 UTC,RECYCLING - SINGLE STREAM,13960,TDS - MRF
2021-03-23,2021-03-23 10:00:00 UTC,RECYCLING - SINGLE STREAM,12440,TDS - MRF
2021-03-23,2021-03-23 02:00:00 UTC,RECYCLING - SINGLE STREAM,10500,TDS - MRF
2021-03-23,2021-03-23 03:00:00 UTC,RECYCLING - SINGLE STREAM,11080,TDS - MRF
2021-03-23,2021-03-23 02:00:00 UTC,RECYCLING - SINGLE STREAM,7700,TDS - MRF
2021-03-23,2021-03-23 10:00:00 UTC,RECYCLING - SINGLE STREAM,12680,TDS - MRF
2021-03-23,2021-03-23 09:00:00 UTC,RECYCLING - SINGLE STREAM,11120,TDS - MRF
2021-03-23,2021-03-23 02:00:00 UTC,RECYCLING - SINGLE STREAM,7280,TDS - MRF
2021-03-23,2021-03-23 10:00:00 UTC,RECYCLING - SINGLE STREAM,10860,TDS - MRF
2021-03-23,2021-03-23 10:40:00 UTC,RECYCLING - SINGLE STREAM,11440,TDS - MRF
2021-03-23,2021-03-23 03:26:00 UTC,RECYCLING - SINGLE STREAM,6640,TDS - MRF
2021-03-23,2021-03-23 02:26:00 UTC,RECYCLING - SINGLE STREAM,10800,TDS - MRF
2021-03-23,2021-03-23 11:02:00 UTC,RECYCLING - SINGLE STREAM,10480,TDS - MRF
2021-03-23,2021-03-23 10:11:00 UTC,RECYCLING - SINGLE STREAM,13580,TDS - MRF
2021-03-23,2021-03-23 02:21:00 UTC,RECYCLING - SINGLE STREAM,10500,TDS - MRF
2021-03-23,2021-03-23 01:07:00 UTC,BRUSH,4940,HORNSBY BEND
2021-03-23,2021-03-23 04:12:00 UTC,BRUSH,4380,HORNSBY BEND
2021-03-23,2021-03-23 03:51:00 UTC,BRUSH,8000,HORNSBY BEND
2021-03-23,2021-03-23 01:13:00 UTC,BRUSH,10260,HORNSBY BEND
2021-03-23,2021-03-23 09:52:00 UTC,BRUSH,6000,HORNSBY BEND
2021-03-23,2021-03-23 02:30:00 UTC,BRUSH,6780,HORNSBY BEND
2021-03-23,2021-03-23 04:00:00 UTC,DEAD ANIMAL,140,TDS LANDFILL
2021-03-23,2021-03-23 03:38:00 UTC,GARBAGE COLLECTIONS,26640,TDS LANDFILL
2021-03-23,2021-03-23 11:24:00 UTC,GARBAGE COLLECTIONS,14980,TDS LANDFILL
2021-03-23,2021-03-23 12:18:00 UTC,GARBAGE COLLECTIONS,20200,TDS LANDFILL
2021-03-23,2021-03-23 03:30:00 UTC,GARBAGE COLLECTIONS,5320,TDS LANDFILL
2021-03-23,2021-03-23 03:52:00 UTC,GARBAGE COLLECTIONS,12040,TDS LANDFILL
2021-03-23,2021-03-23 03:04:00 UTC,GARBAGE COLLECTIONS,26720,TDS LANDFILL
2021-03-23,2021-03-23 03:24:00 UTC,GARBAGE COLLECTIONS,17480,TDS LANDFILL
2021-03-23,2021-03-23 12:00:00 UTC,GARBAGE COLLECTIONS,10120,TDS LANDFILL
2021-03-23,2021-03-23 03:45:00 UTC,GARBAGE COLLECTIONS,11520,TDS LANDFILL
2021-03-23,2021-03-23 01:47:00 UTC,GARBAGE COLLECTIONS,29520,TDS LANDFILL
2021-03-23,2021-03-23 02:46:00 UTC,GARBAGE COLLECTIONS,21840,TDS LANDFILL
2021-03-23,2021-03-23 04:45:00 UTC,GARBAGE COLLECTIONS,23300,TDS LANDFILL
2021-03-23,2021-03-23 11:26:00 UTC,GARBAGE COLLECTIONS,5360,TDS LANDFILL
2021-03-23,2021-03-23 02:50:00 UTC,GARBAGE COLLECTIONS,2380,TDS LANDFILL
2021-03-23,2021-03-23 10:05:00 UTC,GARBAGE COLLECTIONS,8460,TDS LANDFILL
2021-03-23,2021-03-23 04:00:00 UTC,GARBAGE COLLECTIONS,11660,TDS LANDFILL
2021-03-23,2021-03-23 10:30:00 UTC,GARBAGE COLLECTIONS,13560,TDS LANDFILL
2021-03-23,2021-03-23 02:55:00 UTC,GARBAGE COLLECTIONS,14060,TDS LANDFILL
2021-03-23,2021-03-23 03:50:00 UTC,GARBAGE COLLECTIONS,13620,TDS LANDFILL
2021-03-23,2021-03-23 11:20:00 UTC,GARBAGE COLLECTIONS,23140,TDS LANDFILL
2021-03-23,2021-03-23 01:33:00 UTC,SWEEPING,8900,TDS LANDFILL
2021-03-23,2021-03-23 08:07:00 UTC,SWEEPING,6840,TDS LANDFILL
2021-03-23,2021-03-23 11:11:00 UTC,SWEEPING,6880,TDS LANDFILL
2021-03-23,2021-03-23 12:00:00 UTC,MIXED LITTER,800,TDS LANDFILL
2021-03-23,2021-03-23 01:15:00 UTC,GARBAGE COLLECTIONS,21100,TDS LANDFILL
2021-03-23,2021-03-23 02:40:00 UTC,GARBAGE COLLECTIONS,16200,TDS LANDFILL
2021-03-23,2021-03-23 09:58:00 UTC,GARBAGE COLLECTIONS,12760,TDS LANDFILL
2021-03-23,2021-03-23 11:17:00 UTC,GARBAGE COLLECTIONS,21220,TDS LANDFILL
2021-03-23,2021-03-23 03:27:00 UTC,GARBAGE COLLECTIONS,6320,TDS LANDFILL
2021-03-23,2021-03-23 04:12:00 UTC,GARBAGE COLLECTIONS,10660,TDS LANDFILL
2021-03-23,2021-03-23 11:54:00 UTC,GARBAGE COLLECTIONS,24200,TDS LANDFILL
2021-03-23,2021-03-23 10:31:00 UTC,GARBAGE COLLECTIONS,15940,TDS LANDFILL
2021-03-23,2021-03-23 04:07:00 UTC,GARBAGE COLLECTIONS,14340,TDS LANDFILL
2021-03-23,2021-03-23 12:11:00 UTC,GARBAGE COLLECTIONS,7560,TDS LANDFILL
2021-03-23,2021-03-23 04:51:00 UTC,GARBAGE COLLECTIONS,30940,TDS LANDFILL
2021-03-23,2021-03-23 03:05:00 UTC,GARBAGE COLLECTIONS,21840,TDS LANDFILL
2021-03-23,2021-03-23 05:18:00 UTC,GARBAGE COLLECTIONS,9660,TDS LANDFILL
2021-03-23,2021-03-23 12:31:00 UTC,GARBAGE COLLECTIONS,11940,TDS LANDFILL
2021-03-23,2021-03-23 04:36:00 UTC,GARBAGE COLLECTIONS,27600,TDS LANDFILL
2021-03-23,2021-03-23 03:58:00 UTC,GARBAGE COLLECTIONS,31340,TDS LANDFILL
2021-03-23,2021-03-23 02:19:00 UTC,GARBAGE COLLECTIONS,12800,TDS LANDFILL
2021-03-23,2021-03-23 04:22:00 UTC,GARBAGE COLLECTIONS,23100,TDS LANDFILL
2021-03-23,2021-03-23 03:57:00 UTC,GARBAGE COLLECTIONS,26720,TDS LANDFILL
2021-03-23,2021-03-23 04:06:00 UTC,GARBAGE COLLECTIONS,27520,TDS LANDFILL
2021-03-23,2021-03-23 04:04:00 UTC,GARBAGE COLLECTIONS,27040,TDS LANDFILL
2021-03-23,2021-03-23 03:56:00 UTC,GARBAGE COLLECTIONS,22960,TDS LANDFILL
2021-03-23,2021-03-23 02:20:00 UTC,GARBAGE COLLECTIONS,0.1164,TDS LANDFILL
2021-03-23,2021-03-23 05:32:00 UTC,GARBAGE COLLECTIONS,7020,TDS LANDFILL
2021-03-23,2021-03-23 05:22:00 UTC,GARBAGE COLLECTIONS,8500,TDS LANDFILL
2021-03-23,2021-03-23 12:43:00 UTC,GARBAGE COLLECTIONS,25360,TDS LANDFILL
2021-03-23,2021-03-23 12:29:00 UTC,GARBAGE COLLECTIONS,21560,TDS LANDFILL
2021-03-23,2021-03-23 04:16:00 UTC,GARBAGE COLLECTIONS,10080,TDS LANDFILL
2021-03-23,2021-03-23 10:20:00 UTC,GARBAGE COLLECTIONS,17220,TDS LANDFILL
2021-03-23,2021-03-23 04:15:00 UTC,GARBAGE COLLECTIONS,18320,TDS LANDFILL
2021-03-23,2021-03-23 12:27:00 UTC,GARBAGE COLLECTIONS,19140,TDS LANDFILL
2021-03-23,2021-03-23 04:37:00 UTC,GARBAGE COLLECTIONS,9280,TDS LANDFILL
2021-03-23,2021-03-23 05:21:00 UTC,GARBAGE COLLECTIONS,8420,TDS LANDFILL
2021-03-23,2021-03-23 01:54:00 UTC,GARBAGE COLLECTIONS,28860,TDS LANDFILL
2021-03-23,2021-03-24 08:07:00 UTC,GARBAGE COLLECTIONS,16380,TDS LANDFILL
2021-03-23,2021-03-23 01:51:00 UTC,GARBAGE COLLECTIONS,8580,TDS LANDFILL
2021-03-23,2021-03-23 05:36:00 UTC,GARBAGE COLLECTIONS,10000,TDS LANDFILL
2021-03-23,2021-03-23 12:56:00 UTC,GARBAGE COLLECTIONS,20160,TDS LANDFILL
2021-03-23,2021-03-23 02:09:00 UTC,GARBAGE COLLECTIONS,23300,TDS LANDFILL
2021-03-23,2021-03-23 05:49:00 UTC,GARBAGE COLLECTIONS,14720,TDS LANDFILL
2021-03-23,2021-03-23 05:24:00 UTC,GARBAGE COLLECTIONS,24460,TDS LANDFILL
2021-03-23,2021-03-23 05:12:00 UTC,GARBAGE COLLECTIONS,8860,TDS LANDFILL
2021-03-23,2021-03-23 12:00:00 UTC,GARBAGE COLLECTIONS,10460,TDS LANDFILL
2021-03-23,2021-03-23 05:48:00 UTC,GARBAGE COLLECTIONS,4520,TDS LANDFILL
2021-03-23,2021-03-23 02:13:00 UTC,GARBAGE COLLECTIONS,13720,TDS LANDFILL
2021-03-23,2021-03-23 11:54:00 UTC,GARBAGE COLLECTIONS,10240,TDS LANDFILL
2021-03-23,2021-03-23 05:51:00 UTC,GARBAGE COLLECTIONS,5140,TDS LANDFILL
2021-03-23,2021-03-23 01:15:00 UTC,MIXED LITTER,1980,TDS LANDFILL
2021-03-23,2021-03-23 01:10:00 UTC,MIXED LITTER,6560,TDS LANDFILL
2021-03-23,2021-03-23 02:33:00 UTC,BULK,1980,TDS LANDFILL
2021-03-23,2021-03-23 11:47:00 UTC,BULK,4040,TDS LANDFILL
2021-03-23,2021-03-23 11:14:00 UTC,ORGANICS,13760,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:03:00 UTC,ORGANICS,4500,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:30:00 UTC,ORGANICS,9890,ORGANICS BY GOSH
2021-03-23,2021-03-23 01:00:00 UTC,ORGANICS,11940,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:20:00 UTC,ORGANICS,18840,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:22:00 UTC,ORGANICS,16900,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:02:00 UTC,ORGANICS,16620,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:45:00 UTC,ORGANICS,18700,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:16:00 UTC,ORGANICS,15440,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:22:00 UTC,ORGANICS,9480,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:52:00 UTC,ORGANICS,18300,ORGANICS BY GOSH
2021-03-23,2021-03-23 01:11:00 UTC,ORGANICS,14740,ORGANICS BY GOSH
2021-03-23,2021-03-23 04:34:00 UTC,ORGANICS,5100,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:41:00 UTC,ORGANICS,7280,ORGANICS BY GOSH
2021-03-23,2021-03-23 06:57:00 UTC,ORGANICS,7260,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:09:00 UTC,ORGANICS,17480,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:23:00 UTC,ORGANICS,18160,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:55:00 UTC,ORGANICS,15380,ORGANICS BY GOSH
2021-03-23,2021-03-23 04:17:00 UTC,ORGANICS,10120,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:06:00 UTC,ORGANICS,10540,ORGANICS BY GOSH
2021-03-23,2021-03-23 01:16:00 UTC,ORGANICS,16620,ORGANICS BY GOSH
2021-03-23,2021-03-23 02:44:00 UTC,ORGANICS,17040,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:49:00 UTC,ORGANICS,17320,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:14:00 UTC,ORGANICS,15840,ORGANICS BY GOSH
2021-03-23,2021-03-23 10:55:00 UTC,ORGANICS,3860,ORGANICS BY GOSH
2021-03-23,2021-03-23 10:41:00 UTC,ORGANICS,5980,ORGANICS BY GOSH
2021-03-23,2021-03-23 04:56:00 UTC,ORGANICS,17400,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:05:00 UTC,ORGANICS,6940,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:22:00 UTC,ORGANICS,13580,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:41:00 UTC,ORGANICS,19500,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:51:00 UTC,ORGANICS,15700,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:03:00 UTC,ORGANICS,6840,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:00:00 UTC,ORGANICS,6240,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:00:00 UTC,ORGANICS,18600,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:00:00 UTC,ORGANICS,11700,ORGANICS BY GOSH
2021-03-23,2021-03-23 02:00:00 UTC,ORGANICS,17920,ORGANICS BY GOSH
2021-03-23,2021-03-23 08:00:00 UTC,ORGANICS,12640,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:00:00 UTC,ORGANICS,20480,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:00:00 UTC,ORGANICS,16520,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:35:00 UTC,ORGANICS,16860,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:01:00 UTC,ORGANICS,18840,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:17:00 UTC,ORGANICS,19520,ORGANICS BY GOSH
2021-03-23,2021-03-23 04:38:00 UTC,ORGANICS,15640,ORGANICS BY GOSH
2021-03-23,2021-03-23 05:13:00 UTC,ORGANICS,16200,ORGANICS BY GOSH
2021-03-23,2021-03-23 11:47:00 UTC,ORGANICS,15800,ORGANICS BY GOSH
2021-03-23,2021-03-24 01:45:00 UTC,ORGANICS,18380,ORGANICS BY GOSH
2021-03-23,2021-03-23 02:43:00 UTC,ORGANICS,16660,ORGANICS BY GOSH
2021-03-23,2021-03-23 06:13:00 UTC,ORGANICS,4740,ORGANICS BY GOSH
2021-03-23,2021-03-23 02:45:00 UTC,ORGANICS,15360,ORGANICS BY GOSH
2021-03-23,2021-03-23 12:00:00 UTC,ORGANICS,19120,ORGANICS BY GOSH
2021-03-23,2021-03-23 04:12:00 UTC,ORGANICS,9120,ORGANICS BY GOSH
2021-03-23,2021-03-24 11:09:00 UTC,ORGANICS,17160,ORGANICS BY GOSH
2021-03-23,2021-03-24 11:46:00 UTC,ORGANICS,17720,ORGANICS BY GOSH
