report_date,load_time,load_type,load_weight,dropoff_site
2021-01-27,2021-01-27 06:30:00 UTC,RECYCLING - SINGLE STREAM,6140,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,6640,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,8980,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,14820,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,7260,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,11720,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,15820,BALCONES RECYCLING
2021-01-27,2021-01-27 12:30:00 UTC,RECYCLING - SINGLE STREAM,13960,BALCONES RECYCLING
2021-01-27,2021-01-27 03:26:00 UTC,RECYCLING - SINGLE STREAM,3140,BALCONES RECYCLING
2021-01-27,2021-01-27 12:00:00 UTC,RECYCLING - SINGLE STREAM,4000,BALCONES RECYCLING
2021-01-27,2021-01-27 01:28:00 UTC,RECYCLING - SINGLE STREAM,15680,BALCONES RECYCLING
2021-01-27,2021-01-27 03:28:00 UTC,RECYCLING - SINGLE STREAM,8900,BALCONES RECYCLING
2021-01-27,2021-01-27 11:03:00 UTC,RECYCLING - SINGLE STREAM,8900,BALCONES RECYCLING
2021-01-27,2021-01-27 02:55:00 UTC,RECYCLING - SINGLE STREAM,7440,BALCONES RECYCLING
2021-01-27,2021-01-27 10:32:00 UTC,RECYCLING - SINGLE STREAM,9760,BALCONES RECYCLING
2021-01-27,2021-01-27 03:08:00 UTC,RECYCLING - SINGLE STREAM,9560,BALCONES RECYCLING
2021-01-27,2021-01-27 11:12:00 UTC,RECYCLING - SINGLE STREAM,9720,BALCONES RECYCLING
2021-01-27,2021-01-27 02:54:00 UTC,RECYCLING - SINGLE STREAM,4820,BALCONES RECYCLING
2021-01-27,2021-01-27 10:57:00 UTC,RECYCLING - SINGLE STREAM,10420,BALCONES RECYCLING
2021-01-27,2021-01-27 02:48:00 UTC,RECYCLING - SINGLE STREAM,5980,BALCONES RECYCLING
2021-01-27,2021-01-27 02:45:00 UTC,RECYCLING - SINGLE STREAM,6420,BALCONES RECYCLING
2021-01-27,2021-01-27 10:56:00 UTC,RECYCLING - SINGLE STREAM,12180,BALCONES RECYCLING
2021-01-27,2021-01-27 04:05:00 UTC,RECYCLING - SINGLE STREAM,9880,BALCONES RECYCLING
2021-01-27,2021-01-27 10:42:00 UTC,RECYCLING - SINGLE STREAM,7460,BALCONES RECYCLING
2021-01-27,2021-01-27 03:30:00 UTC,RECYCLING - SINGLE STREAM,7540,BALCONES RECYCLING
2021-01-27,2021-01-27 10:55:00 UTC,RECYCLING - SINGLE STREAM,11440,BALCONES RECYCLING
2021-01-27,2021-01-27 03:03:00 UTC,RECYCLING - SINGLE STREAM,10900,BALCONES RECYCLING
2021-01-27,2021-01-27 10:44:00 UTC,RECYCLING - SINGLE STREAM,11980,BALCONES RECYCLING
2021-01-27,2021-01-27 10:50:00 UTC,RECYCLING - SINGLE STREAM,10620,BALCONES RECYCLING
2021-01-27,2021-01-27 02:38:00 UTC,RECYCLING - SINGLE STREAM,8620,BALCONES RECYCLING
2021-01-27,2021-01-27 03:50:00 UTC,RECYCLING - SINGLE STREAM,8580,BALCONES RECYCLING
2021-01-27,2021-01-27 11:20:00 UTC,RECYCLING - SINGLE STREAM,10980,BALCONES RECYCLING
2021-01-27,2021-01-27 03:56:00 UTC,RECYCLING - SINGLE STREAM,7020,BALCONES RECYCLING
2021-01-27,2021-01-27 10:50:00 UTC,RECYCLING - SINGLE STREAM,9540,BALCONES RECYCLING
2021-01-27,2021-01-27 04:03:00 UTC,RECYCLING - SINGLE STREAM,8440,BALCONES RECYCLING
2021-01-27,2021-01-27 10:35:00 UTC,RECYCLING - SINGLE STREAM,10460,BALCONES RECYCLING
2021-01-27,2021-01-27 10:28:00 UTC,RECYCLING - SINGLE STREAM,9340,BALCONES RECYCLING
2021-01-27,2021-01-27 03:40:00 UTC,RECYCLING - SINGLE STREAM,6720,BALCONES RECYCLING
2021-01-27,2021-01-27 03:10:00 UTC,RECYCLING - SINGLE STREAM,11240,BALCONES RECYCLING
2021-01-27,2021-01-27 10:35:00 UTC,RECYCLING - SINGLE STREAM,11740,BALCONES RECYCLING
2021-01-27,2021-01-27 02:00:00 UTC,RECYCLING - SINGLE STREAM,7750,BALCONES RECYCLING
2021-01-27,2021-01-27 10:00:00 UTC,RECYCLING - SINGLE STREAM,11140,BALCONES RECYCLING
2021-01-27,2021-01-27 02:00:00 UTC,RECYCLING - SINGLE STREAM,11000,BALCONES RECYCLING
2021-01-27,2021-01-27 10:00:00 UTC,RECYCLING - SINGLE STREAM,10500,BALCONES RECYCLING
2021-01-27,2021-01-27 10:00:00 UTC,RECYCLING - SINGLE STREAM,10220,BALCONES RECYCLING
2021-01-27,2021-01-27 02:00:00 UTC,RECYCLING - SINGLE STREAM,4980,BALCONES RECYCLING
2021-01-27,2021-01-27 10:00:00 UTC,RECYCLING - SINGLE STREAM,11820,BALCONES RECYCLING
2021-01-27,2021-01-27 02:00:00 UTC,RECYCLING - SINGLE STREAM,4220,BALCONES RECYCLING
2021-01-27,2021-01-27 03:45:00 UTC,RECYCLING - SINGLE STREAM,11160,BALCONES RECYCLING
2021-01-28,2021-01-28 01:10:00 UTC,TIRES,220,MRF
2021-01-28,2021-01-28 02:23:00 UTC,GARBAGE COLLECTIONS,7860,TDS - MRF
2021-01-28,2021-01-28 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 09:25:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 11:35:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-28,2021-01-28 01:10:00 UTC,BRUSH,5320,HORNSBY BEND
2021-01-28,2021-01-28 11:45:00 UTC,BRUSH,6940,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,6720,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,6100,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,3140,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,15620,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,12460,HORNSBY BEND
2021-01-28,2021-01-28 12:00:00 UTC,YARD TRIMMING,9360,HORNSBY BEND
2021-01-28,2021-01-28 02:57:00 UTC,BULK,3860,TDS LANDFILL
2021-01-28,2021-01-28 02:50:00 UTC,BULK,5860,TDS LANDFILL
2021-01-28,2021-01-28 02:55:00 UTC,BULK,5500,TDS LANDFILL
2021-01-28,2021-01-28 04:01:00 UTC,BULK,6760,TDS LANDFILL
2021-01-28,2021-01-28 12:52:00 UTC,BULK,7220,TDS LANDFILL
2021-01-28,2021-01-28 02:45:00 UTC,BULK,11840,TDS LANDFILL
2021-01-28,2021-01-28 03:23:00 UTC,BULK,7620,TDS LANDFILL
2021-01-28,2021-01-28 01:37:00 UTC,BULK,4920,TDS LANDFILL
2021-01-28,2021-01-28 10:24:00 UTC,BULK,5820,TDS LANDFILL
2021-01-28,2021-01-28 03:10:00 UTC,BULK,8160,TDS LANDFILL
2021-01-28,2021-01-28 10:27:00 UTC,BULK,12200,TDS LANDFILL
2021-01-28,2021-01-28 12:00:00 UTC,BULK,5420,TDS LANDFILL
2021-01-28,2021-01-28 11:25:00 UTC,BULK,12780,TDS LANDFILL
2021-01-28,2021-01-28 11:03:00 UTC,BULK,11840,TDS LANDFILL
2021-01-28,2021-01-28 10:57:00 UTC,BULK,10680,TDS LANDFILL
2021-01-28,2021-01-28 03:07:00 UTC,BULK,3460,TDS LANDFILL
2021-01-28,2021-01-28 12:00:00 UTC,BULK,7100,TDS LANDFILL
2021-01-28,2021-01-28 08:29:00 UTC,BULK,5760,TDS LANDFILL
2021-01-28,2021-01-28 12:11:00 UTC,BULK,11420,TDS LANDFILL
2021-01-28,2021-01-28 11:07:00 UTC,BULK,10220,TDS LANDFILL
2021-01-28,2021-01-28 11:30:00 UTC,BULK,4500,TDS LANDFILL
2021-01-28,2021-01-28 02:39:00 UTC,BULK,13520,TDS LANDFILL
2021-01-28,2021-01-28 11:18:00 UTC,BULK,12140,TDS LANDFILL
2021-01-28,2021-01-28 03:31:00 UTC,BULK,3000,TDS LANDFILL
2021-01-28,2021-01-28 10:21:00 UTC,BULK,4880,TDS LANDFILL
2021-01-28,2021-01-28 03:36:00 UTC,BULK,8140,TDS LANDFILL
2021-01-28,2021-01-27 12:53:00 UTC,GARBAGE COLLECTIONS,29920,TDS LANDFILL
2021-01-28,2021-01-27 12:09:00 UTC,GARBAGE COLLECTIONS,17740,TDS LANDFILL
2021-01-28,2021-01-27 02:21:00 UTC,GARBAGE COLLECTIONS,26020,TDS LANDFILL
2021-01-28,2021-01-27 01:17:00 UTC,GARBAGE COLLECTIONS,5460,TDS LANDFILL
2021-01-28,2021-01-28 12:37:00 UTC,GARBAGE COLLECTIONS,25800,TDS LANDFILL
2021-01-28,2021-01-28 12:39:00 UTC,GARBAGE COLLECTIONS,22980,TDS LANDFILL
2021-01-28,2021-01-28 11:07:00 UTC,GARBAGE COLLECTIONS,25780,TDS LANDFILL
2021-01-28,2021-01-28 12:46:00 UTC,GARBAGE COLLECTIONS,4300,TDS LANDFILL
2021-01-28,2021-01-28 12:38:00 UTC,GARBAGE COLLECTIONS,14340,TDS LANDFILL
2021-01-28,2020-12-28 12:26:00 UTC,GARBAGE COLLECTIONS,24380,TDS LANDFILL
2021-01-28,2021-01-28 12:25:00 UTC,GARBAGE COLLECTIONS,24040,TDS LANDFILL
2021-01-28,2021-01-28 01:57:00 UTC,GARBAGE COLLECTIONS,5500,TDS LANDFILL
2021-01-28,2021-01-28 12:48:00 UTC,GARBAGE COLLECTIONS,16100,TDS LANDFILL
2021-01-28,2021-01-28 12:38:00 UTC,GARBAGE COLLECTIONS,21420,TDS LANDFILL
2021-01-28,2021-01-28 01:10:00 UTC,GARBAGE COLLECTIONS,13840,TDS LANDFILL
2021-01-28,2021-01-28 10:14:00 UTC,SWEEPING,3680,TDS LANDFILL
2021-01-28,2021-01-28 12:00:00 UTC,GARBAGE COLLECTIONS,21720,TDS LANDFILL
2021-01-28,2021-01-28 03:41:00 UTC,GARBAGE COLLECTIONS,7200,TDS LANDFILL
2021-01-28,2021-01-28 03:28:00 UTC,GARBAGE COLLECTIONS,23940,TDS LANDFILL
2021-01-28,2021-01-28 02:34:00 UTC,GARBAGE COLLECTIONS,8240,TDS LANDFILL
2021-01-28,2021-01-28 11:30:00 UTC,GARBAGE COLLECTIONS,20460,TDS LANDFILL
2021-01-28,2021-01-28 11:24:00 UTC,GARBAGE COLLECTIONS,13100,TDS LANDFILL
2021-01-28,2021-01-28 02:53:00 UTC,GARBAGE COLLECTIONS,8040,TDS LANDFILL
2021-01-28,2021-01-28 02:41:00 UTC,GARBAGE COLLECTIONS,9880,TDS LANDFILL
2021-01-28,2021-01-28 10:58:00 UTC,GARBAGE COLLECTIONS,20300,TDS LANDFILL
2021-01-28,2021-01-28 03:29:00 UTC,GARBAGE COLLECTIONS,24320,TDS LANDFILL
2021-01-28,2021-01-28 03:45:00 UTC,GARBAGE COLLECTIONS,28160,TDS LANDFILL
2021-01-28,2021-01-28 05:07:00 UTC,GARBAGE COLLECTIONS,22140,TDS LANDFILL
2021-01-28,2021-01-28 04:25:00 UTC,GARBAGE COLLECTIONS,19820,TDS LANDFILL
2021-01-28,2021-01-28 02:42:00 UTC,GARBAGE COLLECTIONS,21200,TDS LANDFILL
2021-01-28,2021-01-28 02:41:00 UTC,GARBAGE COLLECTIONS,30160,TDS LANDFILL
2021-01-28,2021-01-28 04:53:00 UTC,GARBAGE COLLECTIONS,15080,TDS LANDFILL
2021-01-28,2021-01-28 10:24:00 UTC,GARBAGE COLLECTIONS,20060,TDS LANDFILL
2021-01-28,2021-01-28 12:48:00 UTC,GARBAGE COLLECTIONS,6040,TDS LANDFILL
2021-01-28,2021-01-28 02:40:00 UTC,GARBAGE COLLECTIONS,26560,TDS LANDFILL
2021-01-28,2021-01-28 04:31:00 UTC,GARBAGE COLLECTIONS,25000,TDS LANDFILL
2021-01-28,2021-01-28 02:20:00 UTC,GARBAGE COLLECTIONS,21680,TDS LANDFILL
2021-01-28,2021-01-28 03:16:00 UTC,GARBAGE COLLECTIONS,22660,TDS LANDFILL
2021-01-28,2021-01-28 11:29:00 UTC,GARBAGE COLLECTIONS,10920,TDS LANDFILL
2021-01-28,2021-01-28 04:54:00 UTC,GARBAGE COLLECTIONS,12100,TDS LANDFILL
2021-01-28,2021-01-28 02:16:00 UTC,GARBAGE COLLECTIONS,25060,TDS LANDFILL
2021-01-28,2021-01-28 03:29:00 UTC,GARBAGE COLLECTIONS,4760,TDS LANDFILL
2021-01-28,2021-01-28 03:54:00 UTC,GARBAGE COLLECTIONS,6460,TDS LANDFILL
2021-01-28,2021-01-28 03:45:00 UTC,GARBAGE COLLECTIONS,23260,TDS LANDFILL
2021-01-28,2021-01-28 03:15:00 UTC,GARBAGE COLLECTIONS,26440,TDS LANDFILL
2021-01-28,2021-01-28 02:30:00 UTC,GARBAGE COLLECTIONS,27840,TDS LANDFILL
2021-01-28,2021-01-28 04:00:00 UTC,GARBAGE COLLECTIONS,4220,TDS LANDFILL
2021-01-28,2021-01-28 12:45:00 UTC,GARBAGE COLLECTIONS,24080,TDS LANDFILL
2021-01-28,2021-01-28 03:15:00 UTC,GARBAGE COLLECTIONS,23700,TDS LANDFILL
2021-01-28,2021-01-28 03:45:00 UTC,GARBAGE COLLECTIONS,28260,TDS LANDFILL
2021-01-28,2021-01-28 03:30:00 UTC,GARBAGE COLLECTIONS,22000,TDS LANDFILL
2021-01-28,2021-01-28 02:00:00 UTC,GARBAGE COLLECTIONS,7380,TDS LANDFILL
2021-01-28,2021-01-28 04:15:00 UTC,GARBAGE COLLECTIONS,18960,TDS LANDFILL
2021-01-28,2021-01-28 04:21:00 UTC,GARBAGE COLLECTIONS,25740,TDS LANDFILL
2021-01-28,2021-01-28 01:19:00 UTC,GARBAGE COLLECTIONS,27060,TDS LANDFILL
2021-01-28,2021-01-28 04:13:00 UTC,GARBAGE COLLECTIONS,29300,TDS LANDFILL
2021-01-28,2021-01-28 12:52:00 UTC,GARBAGE COLLECTIONS,4180,TDS LANDFILL
2021-01-28,2021-01-28 01:28:00 UTC,MIXED LITTER,2260,TDS LANDFILL
2021-01-28,2021-01-28 01:39:00 UTC,MIXED LITTER,3040,TDS LANDFILL
2021-01-28,2021-01-28 02:37:00 UTC,BULK,4320,TDS LANDFILL
2021-01-28,2021-01-28 11:04:00 UTC,BULK,2940,TDS LANDFILL
2021-01-28,2021-01-28 02:07:00 UTC,ORGANICS,11840,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:13:00 UTC,ORGANICS,17240,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:28:00 UTC,ORGANICS,11580,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:05:00 UTC,ORGANICS,12050,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:13:00 UTC,ORGANICS,14760,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:04:00 UTC,ORGANICS,11800,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:34:00 UTC,ORGANICS,6620,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:42:00 UTC,ORGANICS,14680,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:11:00 UTC,ORGANICS,8500,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:20:00 UTC,ORGANICS,12360,ORGANICS BY GOSH
2021-01-28,2021-01-28 09:45:00 UTC,ORGANICS,5740,ORGANICS BY GOSH
2021-01-28,2021-01-28 12:42:00 UTC,ORGANICS,10180,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:06:00 UTC,ORGANICS,11840,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:43:00 UTC,ORGANICS,4400,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:49:00 UTC,ORGANICS,4840,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:35:00 UTC,ORGANICS,12120,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:14:00 UTC,ORGANICS,6860,ORGANICS BY GOSH
2021-01-28,2021-02-01 08:00:00 UTC,ORGANICS,6060,ORGANICS BY GOSH
2021-01-28,2021-01-28 12:54:00 UTC,ORGANICS,6020,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:12:00 UTC,ORGANICS,8740,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:59:00 UTC,ORGANICS,13620,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:24:00 UTC,ORGANICS,11340,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:44:00 UTC,ORGANICS,15820,ORGANICS BY GOSH
2021-01-28,2021-01-28 01:16:00 UTC,ORGANICS,12780,ORGANICS BY GOSH
2021-01-28,2021-01-28 04:28:00 UTC,ORGANICS,17320,ORGANICS BY GOSH
2021-01-28,2021-01-28 02:10:00 UTC,ORGANICS,12360,ORGANICS BY GOSH
2021-01-28,2021-01-28 04:28:00 UTC,ORGANICS,11880,ORGANICS BY GOSH
2021-01-28,2021-01-28 10:32:00 UTC,RECYCLING - SINGLE STREAM,3000,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,5000,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,3320,BALCONES RECYCLING
2021-01-28,2021-01-28 11:57:00 UTC,RECYCLING - SINGLE STREAM,5060,BALCONES RECYCLING
2021-01-28,2021-01-28 01:28:00 UTC,RECYCLING - SINGLE STREAM,1120,BALCONES RECYCLING
2021-01-28,2021-01-28 12:07:00 UTC,RECYCLING - SINGLE STREAM,5400,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,12880,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,7900,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,16540,BALCONES RECYCLING
2021-01-28,2021-01-28 12:00:00 UTC,RECYCLING - SINGLE STREAM,13480,BALCONES RECYCLING
2021-01-28,2021-01-28 01:12:00 UTC,RECYCLING - SINGLE STREAM,15580,BALCONES RECYCLING
2021-01-28,2021-01-28 07:25:00 UTC,RECYCLING - SINGLE STREAM,15360,BALCONES RECYCLING
2021-01-28,2021-01-28 01:11:00 UTC,RECYCLING - SINGLE STREAM,17100,BALCONES RECYCLING
2021-01-28,2021-01-28 01:00:00 UTC,RECYCLING - SINGLE STREAM,16940,BALCONES RECYCLING
2021-01-28,2021-01-28 03:15:00 UTC,RECYCLING - SINGLE STREAM,8480,BALCONES RECYCLING
2021-01-28,2021-01-28 11:16:00 UTC,RECYCLING - SINGLE STREAM,11160,BALCONES RECYCLING
2021-01-28,2021-01-28 11:45:00 UTC,RECYCLING - SINGLE STREAM,9220,BALCONES RECYCLING
2021-01-28,2021-01-28 03:41:00 UTC,RECYCLING - SINGLE STREAM,6180,BALCONES RECYCLING
2021-01-28,2021-01-28 03:16:00 UTC,RECYCLING - SINGLE STREAM,6000,BALCONES RECYCLING
2021-01-28,2021-01-28 02:37:00 UTC,RECYCLING - SINGLE STREAM,5970,BALCONES RECYCLING
2021-01-28,2021-01-28 11:07:00 UTC,RECYCLING - SINGLE STREAM,10040,BALCONES RECYCLING
2021-01-28,2021-01-28 11:46:00 UTC,RECYCLING - SINGLE STREAM,11080,BALCONES RECYCLING
2021-01-28,2021-01-28 02:40:00 UTC,RECYCLING - SINGLE STREAM,7660,BALCONES RECYCLING
2021-01-28,2021-01-28 11:20:00 UTC,RECYCLING - SINGLE STREAM,12100,BALCONES RECYCLING
2021-01-28,2021-01-28 10:22:00 UTC,RECYCLING - SINGLE STREAM,10220,BALCONES RECYCLING
2021-01-28,2021-01-28 02:33:00 UTC,RECYCLING - SINGLE STREAM,9240,BALCONES RECYCLING
2021-01-28,2021-01-28 10:51:00 UTC,RECYCLING - SINGLE STREAM,14460,BALCONES RECYCLING
2021-01-28,2021-01-28 10:02:00 UTC,RECYCLING - SINGLE STREAM,7560,BALCONES RECYCLING
2021-01-28,2021-01-28 01:17:00 UTC,RECYCLING - SINGLE STREAM,4940,BALCONES RECYCLING
2021-01-28,2021-01-28 01:55:00 UTC,RECYCLING - SINGLE STREAM,9220,BALCONES RECYCLING
2021-01-28,2021-01-28 11:25:00 UTC,RECYCLING - SINGLE STREAM,9480,BALCONES RECYCLING
2021-01-28,2021-01-28 09:55:00 UTC,RECYCLING - SINGLE STREAM,9640,BALCONES RECYCLING
2021-01-28,2021-01-28 01:59:00 UTC,RECYCLING - SINGLE STREAM,7920,BALCONES RECYCLING
2021-01-28,2021-01-28 02:05:00 UTC,RECYCLING - SINGLE STREAM,10400,BALCONES RECYCLING
2021-01-28,2021-01-28 09:44:00 UTC,RECYCLING - SINGLE STREAM,6760,BALCONES RECYCLING
2021-01-28,2021-01-28 12:52:00 UTC,RECYCLING - SINGLE STREAM,8140,BALCONES RECYCLING
2021-01-28,2021-01-28 09:41:00 UTC,RECYCLING - SINGLE STREAM,9480,BALCONES RECYCLING
2021-01-28,2021-01-28 09:11:00 UTC,RECYCLING - SINGLE STREAM,9760,BALCONES RECYCLING
2021-01-28,2021-01-28 01:35:00 UTC,RECYCLING - SINGLE STREAM,11380,BALCONES RECYCLING
2021-01-28,2021-01-28 10:00:00 UTC,RECYCLING - SINGLE STREAM,11060,BALCONES RECYCLING
2021-01-28,2021-01-28 02:00:00 UTC,RECYCLING - SINGLE STREAM,6340,BALCONES RECYCLING
2021-01-28,2021-01-28 02:12:00 UTC,RECYCLING - SINGLE STREAM,8960,BALCONES RECYCLING
2021-01-28,2021-01-28 09:55:00 UTC,RECYCLING - SINGLE STREAM,10760,BALCONES RECYCLING
2021-01-28,2021-01-28 10:00:00 UTC,RECYCLING - SINGLE STREAM,11700,BALCONES RECYCLING
2021-01-28,2021-01-28 02:00:00 UTC,RECYCLING - SINGLE STREAM,8460,BALCONES RECYCLING
2021-01-28,2021-01-28 10:27:00 UTC,RECYCLING - SINGLE STREAM,10180,BALCONES RECYCLING
2021-01-28,2021-01-28 10:00:00 UTC,RECYCLING - SINGLE STREAM,12300,BALCONES RECYCLING
2021-01-28,2021-01-28 10:00:00 UTC,RECYCLING - SINGLE STREAM,8660,BALCONES RECYCLING
2021-01-28,2021-01-28 01:36:00 UTC,RECYCLING - SINGLE STREAM,8440,BALCONES RECYCLING
2021-01-28,2021-01-28 01:00:00 UTC,RECYCLING - SINGLE STREAM,6420,BALCONES RECYCLING
2021-01-28,2021-01-28 02:00:00 UTC,RECYCLING - SINGLE STREAM,2840,BALCONES RECYCLING
2021-01-28,2021-01-28 02:00:00 UTC,RECYCLING - SINGLE STREAM,8720,BALCONES RECYCLING
2021-01-28,2021-01-28 10:00:00 UTC,RECYCLING - SINGLE STREAM,11000,BALCONES RECYCLING
2021-01-29,2021-01-29 11:21:00 UTC,RECYCLING - SINGLE STREAM,320,TDS - MRF
2021-01-29,2021-01-29 11:59:00 UTC,RECYCLING - SINGLE STREAM,460,TDS - MRF
2021-01-29,2021-01-29 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-29,2021-01-29 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-29,2021-01-29 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-29,2021-01-29 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-01-29,2021-01-29 10:45:00 UTC,SWEEPING,,ONION CREEK
2021-01-29,2021-01-29 12:00:00 UTC,YARD TRIMMING,12100,HORNSBY BEND
2021-01-29,2021-01-29 02:30:00 UTC,YARD TRIMMING,14120,HORNSBY BEND
2021-01-29,2021-01-29 12:00:00 UTC,YARD TRIMMING,12800,HORNSBY BEND
2021-01-29,2021-01-29 12:00:00 UTC,YARD TRIMMING,5500,HORNSBY BEND
2021-01-29,2021-01-29 02:53:00 UTC,BULK,14580,TDS LANDFILL
2021-01-29,2021-01-29 09:48:00 UTC,BULK,4580,TDS LANDFILL
2021-01-29,2021-01-29 01:00:00 UTC,BULK,4800,TDS LANDFILL
2021-01-29,2021-01-29 10:59:00 UTC,BULK,12840,TDS LANDFILL
2021-01-29,2021-01-29 01:37:00 UTC,BULK,9120,TDS LANDFILL
2021-01-29,2021-01-29 11:00:00 UTC,BULK,10260,TDS LANDFILL
2021-01-29,2021-01-29 02:22:00 UTC,BULK,10540,TDS LANDFILL
2021-01-29,2021-01-29 12:00:00 UTC,BULK,11640,TDS LANDFILL
2021-01-29,2021-01-29 12:48:00 UTC,BULK,3800,TDS LANDFILL
2021-01-29,2021-01-29 12:49:00 UTC,BULK,11840,TDS LANDFILL
2021-01-29,2021-01-29 10:05:00 UTC,BULK,8340,TDS LANDFILL
2021-01-29,2021-01-29 12:48:00 UTC,BULK,11320,TDS LANDFILL
2021-01-29,2021-01-29 12:47:00 UTC,BULK,9860,TDS LANDFILL
2021-01-29,2021-01-29 02:48:00 UTC,BULK,4240,TDS LANDFILL
2021-01-29,2021-01-29 01:33:00 UTC,DEAD ANIMAL,80,TDS LANDFILL
2021-01-29,2021-01-29 03:00:00 UTC,GARBAGE COLLECTIONS,18020,TDS LANDFILL
2021-01-29,2021-01-29 03:11:00 UTC,GARBAGE COLLECTIONS,17120,TDS LANDFILL
2021-01-29,2021-01-29 03:12:00 UTC,GARBAGE COLLECTIONS,16520,TDS LANDFILL
2021-01-29,2021-01-29 02:20:00 UTC,GARBAGE COLLECTIONS,12340,TDS LANDFILL
2021-01-29,2021-01-29 02:00:00 UTC,GARBAGE COLLECTIONS,14400,TDS LANDFILL
2021-01-29,2021-01-29 03:01:00 UTC,GARBAGE COLLECTIONS,22120,TDS LANDFILL
2021-01-29,2021-01-29 01:56:00 UTC,GARBAGE COLLECTIONS,16300,TDS LANDFILL
2021-01-29,2021-01-29 01:36:00 UTC,GARBAGE COLLECTIONS,11580,TDS LANDFILL
2021-01-29,2021-01-29 02:44:00 UTC,GARBAGE COLLECTIONS,17640,TDS LANDFILL
2021-01-29,2021-01-29 02:51:00 UTC,GARBAGE COLLECTIONS,13800,TDS LANDFILL
2021-01-29,2021-01-29 02:09:00 UTC,GARBAGE COLLECTIONS,12980,TDS LANDFILL
2021-01-29,2021-01-29 03:02:00 UTC,GARBAGE COLLECTIONS,9800,TDS LANDFILL
2021-01-29,2021-01-29 02:43:00 UTC,GARBAGE COLLECTIONS,20960,TDS LANDFILL
2021-01-29,2021-01-29 03:01:00 UTC,GARBAGE COLLECTIONS,19760,TDS LANDFILL
2021-01-29,2021-01-29 02:59:00 UTC,GARBAGE COLLECTIONS,5820,TDS LANDFILL
2021-01-29,2021-01-29 10:59:00 UTC,MIXED LITTER,3080,TDS LANDFILL
2021-01-29,2021-01-29 03:45:00 UTC,SWEEPING,14960,TDS LANDFILL
2021-01-29,2021-01-29 12:09:00 UTC,SWEEPING,4780,TDS LANDFILL
